probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_14597	7.225583	8.175804	7.920573	7.82037	8.129649	8.378052	8.949614	8.74938	7.892919	7.662569	6.617688	7.691785
Probe_14598	6.675844	7.27605	6.796312	6.450457	5.75308	6.521191	6.467147	6.758543	6.849124	6.640514	4.877141	6.690375
Probe_14599	7.302054	6.171277	8.455931	6.492837	7.500882	6.076509	8.519628	6.910409	4.343379	6.964399	-3.27325	7.454044
Probe_14600	8.00147	8.094072	8.430662	7.728247	7.522676	7.208371	8.330428	7.919787	7.187184	7.862817	7.397127	8.174931
Probe_14601	6.428879	6.026535	5.881342	5.783003	6.200581	5.755147	6.224787	6.459641	5.283811	5.334118	5.448257	5.445786
Probe_14602	7.746454	6.780218	8.248834	7.305624	7.732303	6.75331	7.874551	7.005456	6.50914	7.867081	5.831482	7.754393
Probe_14603	12.88468	13.15377	13.08933	12.99642	12.58383	12.81074	12.71835	12.57575	13.14207	12.82173	13.13463	12.93797
Probe_14604	7.567507	5.273091	7.181908	6.348514	6.078319	4.678709	6.842262	6.522643	4.827707	7.024508	2.740843	7.087707
Probe_14605	7.116011	7.028923	7.07069	6.699982	7.193161	6.883169	7.048672	7.07941	6.754193	7.043115	5.964387	7.134139
Probe_14606	6.335855	5.556307	6.701577	6.072108	6.606786	5.43343	7.327687	5.477078	5.826406	6.110067	4.91043	6.012435
Probe_14607	7.593705	7.891699	7.967468	6.9146	5.921624	7.007375	6.632947	6.917157	7.427221	7.12884	5.630178	7.302831
Probe_14608	8.808334	8.122771	8.371986	8.436349	8.372473	8.288566	8.294644	8.268682	8.507731	8.116053	8.201364	8.061674
Probe_14609	11.32346	10.70887	11.46253	10.57782	10.55934	9.895304	10.87849	9.273189	8.959961	8.471708	8.30162	8.505176
Probe_14610	7.442089	7.552654	7.468135	7.192382	6.549846	6.88951	7.127695	7.27008	7.283403	6.67779	6.706019	7.177828
Probe_14611	7.358634	7.121036	7.372935	7.363942	6.750888	6.98624	6.840728	7.435754	7.272387	7.399761	6.833738	6.978676
Probe_14612	9.815137	8.936614	10.40787	9.485884	10.28688	8.700096	10.71259	9.687019	8.860199	9.940168	9.051492	10.09764
Probe_14613	7.47459	8.088269	7.914917	7.440205	6.287306	6.87108	6.845891	6.732418	6.660681	6.262437	5.797384	6.419868
Probe_14614	7.250819	7.41975	7.312692	7.295108	6.449362	7.195574	6.872632	6.828352	6.838763	6.399128	6.26366	6.560186
Probe_14615	8.702841	9.04999	8.919036	9.156915	9.006789	8.983552	8.985293	9.109517	8.819365	8.659339	7.735515	8.599013
Probe_14616	8.096547	6.797895	8.402202	7.120549	7.90514	6.797895	8.354095	7.343026	5.658246	7.669459	3.925078	7.432659
Probe_14617	12.37643	12.27155	12.5747	11.96384	8.880713	10.61584	9.490438	8.565673	11.71942	7.670451	11.65206	11.54033
Probe_14618	6.719594	7.704492	7.614636	7.289115	5.432455	7.030237	6.458672	6.3162	7.852486	7.329635	5.907432	7.302136
Probe_14619	9.232524	9.10145	8.941825	8.809157	8.716288	9.210177	8.816801	9.458302	9.318048	8.555567	8.743091	8.815969
Probe_14620	7.003569	6.510604	6.492674	6.583943	6.206479	6.445515	6.432978	6.635908	7.000609	6.633914	4.955164	6.49546
Probe_14621	1.459101	4.028569	4.150974	2.178039	3.124762	2.850215	4.948797	3.701283	3.480226	4.144952	0.154039	3.276185
Probe_14622	8.457734	8.535334	8.582695	8.499005	8.937762	8.36183	8.855504	8.817585	8.399551	8.461606	8.154064	8.507703
Probe_14623	9.926014	9.23621	10.12294	9.194028	11.22944	10.12532	11.43663	10.54624	9.278872	9.444323	9.240725	9.157456
Probe_14624	7.481242	8.210749	8.237076	8.0715	7.649881	8.108462	8.25241	8.217618	8.085717	7.490859	7.508373	7.74732
Probe_14625	10.27058	10.68066	10.48506	10.37716	10.66287	10.66608	10.74528	10.55662	10.13085	10.15511	9.672404	10.07322
Probe_14626	8.847057	8.096673	9.182893	8.7799	9.382851	8.655838	9.612832	9.471419	8.79991	10.02764	8.097458	9.640563
Probe_14627	7.480507	6.684973	7.78834	7.263476	6.901072	6.493758	6.740374	6.690277	7.215261	6.638637	6.541239	6.74826
Probe_14628	4.257886	2.615096	3.783415	2.286071	2.315071	4.83058	4.750574	4.48856	-2.10984	3.413513	3.063093	3.063093
Probe_14629	6.861124	7.094152	7.333585	6.963139	6.401975	6.66626	6.78419	7.170075	7.522346	7.258349	5.320362	7.140676
Probe_14630	7.792205	6.698594	8.033307	6.353595	5.27209	6.073463	7.551808	6.999087	6.239108	7.598849	5.229361	7.760653
Probe_14631	8.829342	8.391304	8.976146	8.196789	10.46636	9.009711	10.57618	9.238073	7.780271	8.649623	7.024663	8.428779
Probe_14632	6.784753	6.432261	6.770287	6.490039	7.513712	6.579529	7.752434	6.845427	3.757269	5.239807	3.759326	3.684101
Probe_14633	6.686669	6.884134	6.86141	6.774616	6.38693	6.992791	6.830826	6.834155	6.985967	7.041955	5.857687	6.015402
Probe_14634	7.677438	7.995377	8.029983	7.941212	8.218253	7.939726	8.220818	7.898414	8.279875	8.151438	8.10551	7.921585
Probe_14635	5.731694	5.636703	6.071713	5.669441	6.278535	5.198805	5.84372	5.91162	5.37917	5.334404	6.464096	5.007281
Probe_14636	8.241492	8.958068	8.538829	8.442695	7.670146	8.740088	8.46377	7.857216	8.611095	7.924213	7.380877	8.319162
Probe_14637	8.492025	6.442371	8.341136	6.766675	7.866531	6.753832	7.324757	6.254768	6.110818	8.431874	6.536782	8.187604
Probe_14638	9.218571	9.529913	9.448269	8.595276	10.50518	9.708506	10.48573	9.165269	8.140482	8.776032	6.630094	8.210671
Probe_14639	5.749314	5.93575	5.673367	6.027094	5.559984	5.843539	6.469176	6.01675	5.220055	4.926047	3.933809	4.617087
Probe_14640	6.886379	7.115501	7.830572	7.076666	6.655237	6.466893	6.670161	7.000518	6.865832	7.82853	6.599062	7.459423
Probe_14641	1.073663	3.157758	3.120783	0.301517	2.268286	2.268286	4.308324	3.159448	0.301201	1.544634	2.268286	3.447249
Probe_14642	9.508355	9.702415	9.717469	9.638805	8.797564	9.565852	9.229595	8.750335	9.6608	8.592438	9.671783	9.531551
Probe_14643	7.082969	6.925264	6.755635	6.634415	6.395063	6.302845	6.550456	6.501017	6.615259	6.87103	4.829134	7.006354
Probe_14644	10.04738	9.90072	9.871884	9.67604	10.00881	9.892805	10.00534	9.951132	9.597252	10.27188	9.38972	10.00343
Probe_14646	10.21279	10.50087	10.35202	10.3061	10.05038	10.3726	10.11335	9.726416	10.50616	10.36325	10.46658	10.30204
Probe_14647	9.151648	8.957114	9.20324	9.158486	8.532348	7.94766	8.867628	8.491925	8.635961	8.0661	8.750449	8.453336
Probe_14648	7.088862	6.818378	7.137555	6.740078	6.920829	6.511495	6.602392	6.537577	6.702491	6.475667	6.828987	6.754674
Probe_14649	7.732507	8.326259	7.996055	8.378373	7.925038	8.633711	7.934511	8.402249	8.648829	8.554466	7.782834	8.132777
Probe_14650	7.385353	7.544516	7.472285	7.215717	7.079495	7.728458	7.405533	7.179431	6.953521	7.145188	5.93874	6.91478
Probe_14651	8.611021	8.724476	8.902146	8.852991	8.708832	8.472727	8.848936	8.644448	8.542815	8.405729	8.816542	8.490458
Probe_14652	10.7249	10.38716	10.70659	10.49662	9.968033	10.22802	9.968163	9.792296	10.44506	10.36544	10.41256	10.11689
Probe_14653	11.31275	11.56994	11.45797	11.48802	11.47621	11.58372	11.58542	11.35054	11.4141	11.51728	11.29358	11.16199
Probe_14654	8.993111	8.515806	8.299387	8.165138	6.328472	8.215208	7.93642	7.447414	8.381984	8.034491	7.416527	8.560681
Probe_14655	6.560122	5.38649	6.859398	6.252508	7.34107	4.968068	7.097916	6.75641	5.35386	7.375144	5.665347	7.000992
Probe_14656	4.743063	5.742572	5.228349	5.998254	5.412263	5.806548	5.05112	4.969464	5.9079	5.778109	6.295352	5.766985
Probe_14657	7.345423	6.979991	7.779555	6.807896	7.037481	5.96927	7.528915	7.053524	6.890909	7.732873	6.092408	7.562235
Probe_14658	6.050621	7.330029	6.982058	6.737822	5.782734	7.18154	6.559164	6.203001	6.646911	7.268659	6.361472	7.029365
Probe_14659	7.792114	8.286585	8.288446	7.48463	8.346492	8.612994	8.639713	8.822386	7.821143	7.632944	6.442851	7.627942
Probe_14660	8.461078	8.109982	7.98472	7.960552	7.614931	7.921752	8.12332	8.217061	6.887172	7.315177	7.657476	7.575418
Probe_14661	5.986952	5.615269	5.203788	5.001307	3.078603	5.057715	4.945762	5.205385	4.948297	5.402091	1.488026	5.243913
Probe_14662	6.549698	6.509322	6.227084	6.45436	6.127091	6.400014	6.079794	6.217008	6.651324	6.263217	6.60794	6.424507
Probe_14663	8.312257	7.739922	8.003327	7.858267	7.623435	7.618628	8.00169	8.028801	7.736801	7.304739	6.458069	7.504962
Probe_14664	7.121181	7.186293	7.11676	6.836808	7.005714	6.560347	6.956939	6.937603	6.967146	5.89392	6.848911	6.74991
Probe_14665	10.44328	10.2949	10.66502	10.85347	11.02138	10.96167	11.10901	11.17921	10.96335	11.08837	11.24213	10.88231
Probe_14666	8.584256	8.217846	8.041993	8.311839	8.706607	8.29979	8.453546	7.667211	8.119564	6.796364	8.651579	7.947543
Probe_14667	7.408763	6.094479	7.76199	6.634519	7.726314	6.323076	7.796773	7.328783	4.697468	7.32319	4.718756	6.974587
Probe_14668	12.63236	12.27493	12.45036	12.29383	11.6447	11.58364	11.75595	11.22576	12.40563	12.35006	12.44924	12.20072
Probe_14669	4.779134	5.512609	5.925549	5.476148	6.076307	5.887981	6.984772	6.086306	5.301668	5.630231	3.220972	4.944404
Probe_14670	6.529384	6.164666	6.392037	6.412439	7.286964	5.41587	6.627643	6.694769	6.17464	6.504581	7.70642	6.461317
Probe_14671	7.86211	7.100116	7.558819	7.432367	5.470934	6.089104	6.578883	7.074366	7.982885	8.507719	7.251369	8.554405
Probe_14672	8.713187	9.125106	9.144635	9.357343	8.724851	9.401605	9.032531	8.723446	9.714498	9.402984	9.651	9.533735
Probe_14673	4.855661	4.588559	4.415549	4.461856	4.540412	2.991046	3.947788	3.473579	4.600008	4.74881	4.194402	3.945233
Probe_14674	6.577547	7.010612	6.637625	5.930368	6.146751	6.81692	6.538932	6.765826	6.842099	6.863926	6.608641	7.159871
Probe_14675	7.3383	7.313717	7.582119	7.306964	6.703405	6.86923	7.452908	6.74334	7.279527	7.061236	5.986811	7.35917
Probe_14676	6.837842	6.934552	6.926023	6.422825	7.017454	6.642469	7.460308	7.571373	6.882325	7.23978	6.825175	6.717841
Probe_14677	6.402824	6.69099	6.560039	6.20695	5.133703	6.464389	6.194365	7.075351	6.376464	6.818953	4.826477	6.493441
Probe_14678	6.128994	6.393783	5.929372	6.441719	6.452154	5.663436	5.910711	6.221431	6.630462	6.426218	5.269063	6.380615
Probe_14679	7.50416	7.311975	7.206692	7.310304	6.351897	6.856874	6.638129	6.908429	6.898994	6.934469	6.241449	6.636136
Probe_14680	6.158133	6.980642	6.066324	5.201826	5.483219	6.84416	5.470416	6.158266	5.507566	6.116812	4.264536	5.770282
Probe_14681	7.791378	7.749595	7.520517	7.91111	7.327175	8.036663	7.50171	8.088025	8.008496	7.937427	7.336274	7.843569
Probe_14682	6.143361	4.45032	6.914361	4.972435	5.818531	4.334618	6.408897	5.459559	3.427016	6.528989	5.518115	6.241175
Probe_14683	9.06975	8.338741	8.276459	9.75514	8.11509	8.295186	8.469353	8.800965	9.14333	8.302612	8.850337	8.404115
Probe_14684	10.22902	10.34863	9.926349	9.418099	9.191175	9.363708	9.155506	8.902824	9.615468	8.787938	9.316295	9.681758
Probe_14685	5.245092	6.060769	5.292973	5.784308	4.876591	5.740075	5.028304	5.328517	5.414572	5.968432	4.762328	5.270977
Probe_14686	4.378581	4.199539	4.188227	4.029647	3.172299	4.948138	4.375172	2.223355	3.696172	4.205056	1.969462	2.705014
Probe_14687	11.41895	11.28513	11.20342	11.02911	10.74294	10.95317	10.80045	10.66648	11.11652	11.07995	11.01186	10.93818
Probe_14688	6.679424	6.901132	6.869699	6.592542	6.350998	6.367797	6.103731	6.464405	6.592618	6.719512	7.366488	6.45831
Probe_14689	8.049288	8.111569	8.331557	8.453871	9.221507	8.815864	8.998102	8.96778	7.777939	7.866784	7.124948	7.869088
Probe_14690	2.994413	2.994413	2.404764	2.994413	2.892475	4.251295	3.148355	2.994413	1.919653	3.048323	3.296024	2.994413
Probe_14691	5.278947	5.534413	5.649512	5.420331	5.301083	5.963386	5.428926	5.781084	5.547425	5.929247	3.803454	5.823306
Probe_14692	4.31495	4.273874	3.584049	5.244781	5.373425	4.25726	4.621947	4.879348	4.619319	5.018158	4.789776	4.486483
Probe_14693	3.774819	4.769893	4.939419	4.859229	3.016491	4.349967	5.478189	3.355129	5.375241	5.530364	3.617733	5.505446
Probe_14694	7.722241	7.911158	7.726061	7.397315	7.174876	7.318317	7.150174	6.761963	7.13861	7.060404	6.81405	6.781779
Probe_14695	8.672295	8.825347	8.668452	8.84523	8.653433	8.91244	8.524424	8.737869	8.76791	8.767459	8.448286	8.640726
Probe_14696	8.738356	8.156558	8.293872	8.378321	8.067736	8.288391	7.891832	8.427673	8.217594	8.653619	7.636973	8.021124
Probe_14697	5.102154	5.524669	4.810973	6.233992	4.657503	6.634647	5.258485	5.733726	2.466178	5.158036	5.158036	5.158036
Probe_14698	6.574416	6.807896	6.646422	6.552076	6.04135	6.459073	7.232373	6.881665	6.034253	6.123637	5.257961	5.730648
Probe_14699	9.03298	9.416166	9.492568	9.464709	9.346616	9.368611	9.392169	9.357308	9.612885	9.499188	9.263438	9.252337
Probe_14700	10.9897	10.5338	10.6983	10.46891	11.22545	10.67786	11.0104	10.95339	10.10342	10.38594	10.33194	10.33758
Probe_14701	7.42012	7.671711	7.837464	7.295053	7.080519	7.176253	7.734872	7.161918	7.205666	7.466464	6.440299	7.213717
Probe_14702	6.977406	6.924646	6.941752	6.773377	6.636578	6.727063	6.57776	6.345143	6.395481	6.098276	3.348289	5.844833
Probe_14703	5.71449	5.343994	6.684903	5.262798	4.1528	5.126956	5.944922	4.946085	4.197	5.079617	1.356211	5.249445
Probe_14704	8.533162	8.264119	8.448331	8.268715	8.311476	8.08768	8.659525	8.501598	8.018111	7.583316	8.254892	7.909599
Probe_14705	9.468885	9.11658	9.364478	9.266466	9.662907	9.392706	9.724417	9.720455	9.274553	9.557623	8.667573	9.464717
Probe_14706	5.599151	4.494812	5.487795	5.187087	4.737254	4.616028	5.575939	5.907686	4.003881	5.404266	4.218425	5.182958
Probe_14707	7.829792	8.039062	8.384736	7.793421	7.929258	7.771971	8.195559	8.033417	7.731971	8.254566	6.842313	8.120414
Probe_14708	5.983751	5.674574	6.021091	6.83308	6.13366	6.653691	6.449253	6.890897	6.560209	7.306782	6.340133	6.695242
Probe_14709	6.504207	5.331121	6.287829	6.270406	5.871794	4.78343	6.184857	5.279486	4.890004	5.725117	4.811158	5.94483
Probe_14710	7.907257	8.261094	8.331204	8.531163	7.185103	8.125744	7.761671	8.049418	8.168186	8.488407	6.662562	7.966575
Probe_14711	6.62701	6.963093	6.311859	6.40145	6.395505	6.983108	7.016675	6.087537	6.574866	6.539581	6.455806	6.686066
Probe_14712	5.266082	5.551867	5.33469	5.016817	5.491234	5.935311	4.651677	5.316729	5.62726	5.225861	3.280227	4.927636
Probe_14713	5.199405	4.80254	5.53802	5.786225	5.751986	5.494313	5.582189	6.567185	6.145437	5.905625	5.101289	5.443142
Probe_14714	6.336621	6.605919	6.195714	6.475818	6.205701	6.953777	6.241005	6.290843	6.500753	6.42676	6.567973	6.780901
Probe_14715	6.776788	6.30146	6.260825	6.470818	5.465521	6.354687	6.521871	6.837262	6.831611	6.264011	8.273637	6.673797
Probe_14716	11.39623	11.40058	11.37802	11.50846	11.96814	11.79021	11.80156	11.76668	11.08278	11.40209	11.28094	11.23871
Probe_14717	9.433266	9.165329	9.939091	9.339866	9.736006	9.283612	10.03238	9.540173	8.445987	9.559949	8.234247	8.713978
Probe_14718	6.191075	5.757882	6.021295	6.615219	6.12986	6.620141	7.045956	6.543129	6.118466	6.049071	6.204139	5.902515
Probe_14719	9.772521	9.94381	9.690132	9.263175	10.01235	9.970005	10.12012	9.669181	8.736009	9.450446	8.020286	8.540031
Probe_14720	6.001003	5.809988	5.71659	4.973519	5.462906	4.230948	5.749212	4.960475	5.653587	6.287716	3.259958	6.105804
Probe_14721	7.980117	6.491577	8.330182	6.664526	8.872035	7.738126	9.480845	8.618764	5.919998	7.609762	5.544872	7.274905
Probe_14722	6.603678	6.246864	7.335399	6.205957	6.832232	4.479379	6.978688	6.203969	5.393835	5.993448	5.283248	6.088025
Probe_14723	6.857583	7.232469	7.158923	7.267002	6.262052	6.812126	6.963717	6.883926	6.026369	5.315251	5.958223	5.703973
Probe_14724	7.114055	7.010623	6.832991	6.517537	6.301187	6.923815	7.077446	6.975985	6.736835	6.886562	6.747159	6.690627
Probe_14725	6.513805	5.740938	5.870187	5.851821	6.136241	5.960382	5.950984	6.270897	5.891825	6.097293	4.854963	6.163939
Probe_14726	5.583185	4.710509	4.649	4.961313	5.058295	4.536308	5.039068	5.789315	5.575004	5.682444	4.197079	5.388186
Probe_14727	9.459003	10.16499	10.03984	9.795885	9.148314	9.675158	9.362319	9.277987	9.645833	9.587646	8.809556	9.175295
Probe_14728	7.341087	7.364896	7.414448	7.266112	7.091488	6.971394	7.429055	7.577784	7.484887	7.081073	6.526393	7.269576
Probe_14729	2.936495	4.418413	4.584566	4.246545	2.009379	4.775572	5.757415	4.084243	2.893861	4.503101	1.4347	3.412944
Probe_14730	3.847135	5.363045	4.574108	4.710674	5.775764	6.476932	6.889401	5.448841	4.608685	4.559345	3.121239	3.825745
Probe_14731	6.535204	6.280737	6.573309	6.899877	6.764301	6.992848	6.96771	6.823686	6.08879	6.332185	5.895722	6.006671
Probe_14732	6.98599	6.990013	7.194117	7.176263	6.627802	6.389739	7.234568	7.039073	6.518068	6.453322	5.320647	6.254923
Probe_14733	10.98978	10.56627	10.79769	10.49695	10.92323	10.6399	10.7408	10.51384	10.5879	10.32432	10.8592	10.5878
Probe_14734	7.382589	6.888768	7.185946	7.061841	7.442081	6.902725	7.224764	6.684945	7.254859	6.937027	7.524996	7.165942
Probe_14735	5.460009	4.382882	6.094073	4.913272	4.79706	4.840826	5.748209	4.197095	3.823698	5.151498	4.459917	5.064064
Probe_14736	6.164613	6.297256	5.704797	5.962144	5.41146	4.372332	4.726232	5.774202	6.120906	5.723397	2.907181	5.676265
Probe_14737	5.053111	5.594946	4.971185	4.58246	4.622643	4.789995	4.961086	5.46757	5.631026	5.298995	6.072076	5.142859
Probe_14738	3.993973	4.367049	4.520372	3.857911	0.974816	3.467201	2.054272	1.809896	4.102557	4.175557	3.159385	3.262648
Probe_14739	8.274462	7.842049	8.04161	8.064231	8.075907	8.079405	8.064985	7.903153	8.239231	7.494032	8.164937	8.05895
Probe_14740	6.919936	7.501853	7.141351	6.75066	5.661559	6.533934	6.297355	7.105971	7.110551	7.34941	5.373432	6.94296
Probe_14741	7.652114	7.891705	7.704077	7.404844	7.650851	7.740159	8.257077	7.803078	6.928951	7.321432	6.278494	7.618334
Probe_14742	4.823892	5.747095	5.318277	5.021013	5.441653	5.116598	5.52543	5.620452	4.678742	5.260026	6.139236	5.089189
Probe_14743	6.534515	6.586334	6.797311	6.724145	6.087798	6.324467	6.201108	5.927313	6.223886	6.604571	6.418765	6.594965
Probe_14744	6.258736	6.51743	6.302259	5.813366	6.100383	6.898281	6.820792	6.581169	5.297822	5.145421	4.078499	4.695749
Probe_14745	7.396511	7.904839	8.219357	8.093914	6.850199	7.588062	7.241211	7.720429	8.45741	8.38547	7.013674	8.119631
Probe_14746	7.613141	8.196489	7.907113	7.564005	6.904472	7.80778	7.429181	7.623662	7.68622	7.276506	6.715536	7.603278
Probe_14747	9.147396	8.993131	9.031293	9.512168	9.663471	9.069012	9.536012	8.973284	8.490117	8.09412	9.062213	8.765628
Probe_14748	7.574669	7.382468	7.301871	7.414152	6.829317	7.147449	6.895121	7.554788	6.872435	6.332903	4.933842	6.164008
Probe_14749	4.212865	4.100482	4.831675	3.610121	3.376007	4.312273	4.04698	2.171011	3.376007	-0.27735	3.376007	3.376007
Probe_14750	9.724758	10.42919	10.03013	9.907987	9.89278	10.27313	9.857171	10.08394	10.47547	10.32581	10.05641	10.55221
Probe_14751	8.065341	8.345476	8.339556	8.486594	7.869094	8.441218	8.178087	8.0267	8.376603	6.961612	7.947456	8.502458
Probe_14752	8.433381	8.312375	8.025184	7.980025	8.253417	8.236296	7.965057	7.994846	7.978573	7.905134	8.114383	7.867563
Probe_14753	8.098327	8.035354	7.624101	7.522276	7.474988	7.809903	7.397743	7.485741	7.572518	7.561105	6.746017	7.536644
Probe_14754	6.423963	6.55587	6.494974	6.603037	6.895678	6.783771	6.19468	6.263895	6.808205	6.519855	7.033489	6.774958
Probe_14755	8.38105	8.466623	8.410218	8.537319	8.130658	8.280571	8.130581	7.589981	8.54975	8.126131	8.706386	8.621048
Probe_14756	4.329195	4.336712	4.940425	4.713278	3.401207	3.951373	3.852338	3.366098	3.828388	5.650176	4.338099	5.349896
Probe_14757	2.671524	3.460244	4.428585	0.720436	2.405655	3.939339	3.89105	4.180403	3.844978	4.115175	3.460244	4.405298
Probe_14758	8.154641	8.032718	8.608758	8.38744	8.196882	7.913392	8.246598	7.592562	7.670522	7.618224	7.202633	7.892136
Probe_14759	8.57543	8.281276	8.825658	8.666611	7.525873	7.368699	7.774135	7.738842	7.424847	7.793746	6.551031	7.565201
Probe_14760	11.04915	11.29535	10.9066	11.11444	10.65926	11.34236	10.89071	10.57272	10.93251	10.06823	10.34645	9.937022
Probe_14761	3.287381	5.47173	5.823049	5.715429	5.487605	5.759941	5.67485	4.057104	6.706061	5.870971	5.459475	6.2001
Probe_14762	7.987776	8.013881	7.773719	7.704215	7.69951	7.269576	7.885763	7.295099	7.896635	7.378052	7.555111	7.809099
Probe_14763	7.078151	8.177315	7.251776	7.011429	5.791866	7.249426	6.886062	7.105814	7.276534	7.05234	5.968464	6.621315
Probe_14764	9.016939	9.131798	9.197966	8.779348	7.805054	8.255331	8.424007	8.013334	8.582168	7.337381	8.687306	8.415966
Probe_14765	6.178902	6.558936	6.708684	6.091573	6.463423	6.622288	7.258698	6.268283	5.775914	5.861243	3.909725	5.271515
Probe_14766	5.45995	6.35408	5.695668	5.61843	6.128531	6.097826	5.745297	5.726169	6.527718	5.565417	5.862273	5.889094
Probe_14767	6.978356	6.296408	6.936909	6.13613	2.625425	5.063304	6.166896	6.125488	4.797745	5.461165	5.451505	4.976231
